"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1574","test_mynetwork[chromium]","","Sat Jan 03 00:18:41 UTC 2026","passed","Sat Jan 03 00:18:43 UTC 2026","","test_request_monitoring6","",""
"Описание теста","7191","test_listen_network[chromium]","","Sat Jan 03 00:18:34 UTC 2026","passed","Sat Jan 03 00:18:41 UTC 2026","","test_request_monitoring6","",""
"","307","Авторизация с недействительными учетными данными","PageObjectByAntonZimaev.tests","Sat Jan 03 00:18:17 UTC 2026","passed","Sat Jan 03 00:18:18 UTC 2026","","test_login_allure","",""
"","466","test_mock_tags[chromium]","","Sat Jan 03 00:18:45 UTC 2026","passed","Sat Jan 03 00:18:45 UTC 2026","","test_request_monitoring6","",""
"","333","Авторизация с корректными учетными данными","PageObjectByAntonZimaev.tests","Sat Jan 03 00:18:18 UTC 2026","passed","Sat Jan 03 00:18:18 UTC 2026","","test_login_allure","",""
"","5283","test_intercepted[chromium]","","Sat Jan 03 00:18:45 UTC 2026","skipped","Sat Jan 03 00:18:51 UTC 2026","","test_request_monitoring6","",""
"","0","test_network[chromium]","","Sat Jan 03 00:18:41 UTC 2026","skipped","Sat Jan 03 00:18:41 UTC 2026","","test_request_monitoring6","",""
"","238","test_built_in_locators[chromium]","","Sat Jan 03 00:18:18 UTC 2026","passed","Sat Jan 03 00:18:18 UTC 2026","","test_built-in_locators5","",""
"","247","test_many_checkboxes2[chromium]","","Sat Jan 03 00:18:20 UTC 2026","passed","Sat Jan 03 00:18:20 UTC 2026","TestCheckboxes","test_built-in_locators5","",""
"","356","test_login_failure[chromium]","PageObjectByAntonZimaev.tests","Sat Jan 03 00:18:16 UTC 2026","passed","Sat Jan 03 00:18:17 UTC 2026","","test_login","",""
"","3350","test_dialogs[chromium]","","Sat Jan 03 00:18:21 UTC 2026","passed","Sat Jan 03 00:18:24 UTC 2026","","test_built-in_locators5","",""
"","3315","test_add_todo","","Sat Jan 03 00:18:57 UTC 2026","passed","Sat Jan 03 00:19:00 UTC 2026","","test_todo3","",""
"","197","test_inner_text_content[chromium]","","Sat Jan 03 00:18:27 UTC 2026","passed","Sat Jan 03 00:18:27 UTC 2026","","test_built-in_locators5","",""
"","200","test_locator_and[chromium]","","Sat Jan 03 00:18:18 UTC 2026","passed","Sat Jan 03 00:18:19 UTC 2026","","test_built-in_locators5","",""
"","1949","test_download[chromium]","","Sat Jan 03 00:18:25 UTC 2026","passed","Sat Jan 03 00:18:27 UTC 2026","","test_built-in_locators5","",""
"","220","test_upload_file[chromium]","","Sat Jan 03 00:18:24 UTC 2026","passed","Sat Jan 03 00:18:24 UTC 2026","TestUploadFile","test_built-in_locators5","",""
"","278","test_inventory[chromium]","","Sat Jan 03 00:18:52 UTC 2026","passed","Sat Jan 03 00:18:53 UTC 2026","","test_request_monitoring6","",""
"","689","test_login_success[chromium-admin-admin]","PageObjectByAntonZimaev.tests","Sat Jan 03 00:18:56 UTC 2026","passed","Sat Jan 03 00:18:57 UTC 2026","","test_login","",""
"","231","test_chain[chromium]","","Sat Jan 03 00:18:19 UTC 2026","passed","Sat Jan 03 00:18:19 UTC 2026","","test_built-in_locators5","",""
"","348","test_drag_and_drop[chromium]","","Sat Jan 03 00:18:20 UTC 2026","passed","Sat Jan 03 00:18:21 UTC 2026","","test_built-in_locators5","",""
"","72","test_add_user[chromium]","","Sat Jan 03 00:18:53 UTC 2026","passed","Sat Jan 03 00:18:53 UTC 2026","","test_request_monitoring6","",""
"","0","test_replace_from_har[chromium]","","Sat Jan 03 00:18:51 UTC 2026","skipped","Sat Jan 03 00:18:51 UTC 2026","","test_request_monitoring6","",""
"","364","test_login_success[chromium-user-user]","PageObjectByAntonZimaev.tests","Sat Jan 03 00:18:17 UTC 2026","passed","Sat Jan 03 00:18:17 UTC 2026","","test_login","",""
"","3197","test_add_todo[chromium]","","Sat Jan 03 00:18:53 UTC 2026","passed","Sat Jan 03 00:18:56 UTC 2026","","test_todo_pytest-playwright_fixture_page4","",""
